client_id,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,transaction_date,floor_area_sqft,sale_price
C0274,Individual,M,USA,Florida,Home,2,No,2024-01-01,1902.88,623754.36
C0274,Individual,M,USA,Florida,Home,2,No,2024-03-01,1060.08,266175.15
C0274,Individual,M,USA,Florida,Home,2,No,2024-07-01,1440.71,453519.83
C0275,Individual,M,USA,Oregon,Home,1,Yes,2024-06-01,1110.23,321475.82
C0275,Individual,M,USA,Oregon,Home,1,Yes,2025-11-01,1283.1,286088.15
C0275,Individual,M,USA,Oregon,Home,1,Yes,2025-11-01,697.68,235108.59
C0275,Individual,M,USA,Oregon,Home,1,Yes,2025-12-01,1618.34,394827.74
C0276,Individual,F,USA,Washington,Home,5,No,2024-01-01,599.72,178627.91
C0276,Individual,F,USA,Washington,Home,5,No,2024-06-01,1615.98,419401.36
C0276,Individual,F,USA,Washington,Home,5,No,2025-02-01,1279.23,413166.71
C0277,Individual,M,USA,Colorado,Investment,1,Yes,2024-09-01,1338.63,388031.05
C0277,Individual,M,USA,Colorado,Investment,1,Yes,2025-06-01,1712.06,510899.59
C0277,Individual,M,USA,Colorado,Investment,1,Yes,2025-12-01,808.59,224518.89
C0278,Individual,F,USA,California,Investment,2,Yes,2024-05-01,1542.71,384958.51
C0278,Individual,F,USA,California,Investment,2,Yes,2024-06-01,1574.3,459422.09
C0278,Individual,F,USA,California,Investment,2,Yes,2024-11-01,1938.82,598158.07
C0279,Individual,F,USA,Oregon,Home,1,No,2024-02-01,1693.0,462143.05
C0279,Individual,F,USA,Oregon,Home,1,No,2024-03-01,1029.59,299112.38
C0279,Individual,F,USA,Oregon,Home,1,No,2024-04-01,788.47,251730.82
C0280,Individual,M,USA,Florida,Home,4,No,2024-01-01,568.7,150790.34
C0280,Individual,M,USA,Florida,Home,4,No,2024-08-01,1664.17,455695.0
C0280,Individual,M,USA,Florida,Home,4,No,2024-11-01,706.3,202389.15
C0280,Individual,M,USA,Florida,Home,4,No,2025-04-01,1677.84,473146.44
C0281,Individual,F,USA,California,Home,1,Yes,2024-08-01,1609.62,474937.38
C0281,Individual,F,USA,California,Home,1,Yes,2025-06-01,1713.09,522943.88
C0281,Individual,F,USA,California,Home,1,Yes,2025-12-01,842.66,258394.11
C0282,Individual,F,USA,California,Investment,1,No,2024-01-01,714.65,214564.09
C0282,Individual,F,USA,California,Investment,1,No,2024-11-01,765.0,207359.1
C0282,Individual,F,USA,California,Investment,1,No,2024-11-01,799.05,235947.23
C0282,Individual,F,USA,California,Investment,1,No,2025-07-01,1157.23,315993.38
C0283,Individual,F,USA,Arizona,Home,2,Yes,2024-01-01,459.44,146928.09
C0283,Individual,F,USA,Arizona,Home,2,Yes,2024-06-01,699.31,206388.13
C0283,Individual,F,USA,Arizona,Home,2,Yes,2025-02-01,1669.84,503401.23
C0283,Individual,F,USA,Arizona,Home,2,Yes,2025-07-01,861.57,261882.02
C0284,Individual,M,USA,Arizona,Home,4,No,2024-08-01,786.45,231735.21
C0284,Individual,M,USA,Arizona,Home,4,No,2024-09-01,641.37,213442.59
C0284,Individual,M,USA,Arizona,Home,4,No,2024-12-01,1137.59,354756.38
C0284,Individual,M,USA,Arizona,Home,4,No,2025-04-01,1410.88,452041.67
C0285,Individual,M,France,Ile-de-France,Investment,3,No,2024-07-01,1868.01,575785.08
C0285,Individual,M,France,Ile-de-France,Investment,3,No,2024-10-01,1125.84,329256.08
C0285,Individual,M,France,Ile-de-France,Investment,3,No,2025-06-01,1866.49,534655.53
C0285,Individual,M,France,Ile-de-France,Investment,3,No,2025-08-01,832.35,239359.44
C0286,Individual,M,UK,Scotland,Home,1,No,2024-09-01,954.54,246881.14
C0286,Individual,M,UK,Scotland,Home,1,No,2025-03-01,942.08,277376.95
C0286,Individual,M,UK,Scotland,Home,1,No,2025-08-01,1069.19,335095.0
C0287,Individual,F,Australia,New South Wales,Home,5,No,2024-09-01,1272.95,483565.19
C0287,Individual,F,Australia,New South Wales,Home,5,No,2025-01-01,1059.07,306057.52
C0287,Individual,F,Australia,New South Wales,Home,5,No,2025-08-01,1285.87,381642.32
C0288,Individual,M,USA,Colorado,Investment,4,No,2024-02-01,776.04,222919.64
C0288,Individual,M,USA,Colorado,Investment,4,No,2024-04-01,1866.15,556972.3
C0288,Individual,M,USA,Colorado,Investment,4,No,2024-06-01,1630.81,428379.46
C0288,Individual,M,USA,Colorado,Investment,4,No,2025-06-01,520.49,156017.83
C0289,Individual,F,USA,California,Investment,5,No,2024-01-01,1599.44,465791.79
C0289,Individual,F,USA,California,Investment,5,No,2024-03-01,986.91,303252.26
C0289,Individual,F,USA,California,Investment,5,No,2024-12-01,1117.38,401500.38
C0289,Individual,F,USA,California,Investment,5,No,2025-09-01,1097.36,363317.92
C0290,Individual,M,USA,California,Home,2,No,2024-01-01,791.2,212618.56
C0290,Individual,M,USA,California,Home,2,No,2024-06-01,1481.82,384711.43
C0290,Individual,M,USA,California,Home,2,No,2025-05-01,1738.5,618068.19
C0291,Individual,M,USA,Nevada,Home,2,No,2024-02-01,839.95,217050.04
C0291,Individual,M,USA,Nevada,Home,2,No,2025-08-01,1833.96,578696.13
C0291,Individual,M,USA,Nevada,Home,2,No,2025-12-01,1897.17,526760.59
C0292,Individual,F,USA,California,Home,1,No,2024-06-01,1125.84,353144.13
C0292,Individual,F,USA,California,Home,1,No,2024-11-01,832.35,232726.96
C0292,Individual,F,USA,California,Home,1,No,2025-07-01,1618.34,562572.19
C0292,Individual,F,USA,California,Home,1,No,2025-07-01,759.72,294375.06
C0293,Individual,F,USA,California,Investment,4,No,2024-03-01,1899.92,555343.32
C0293,Individual,F,USA,California,Investment,4,No,2024-05-01,990.46,295510.6
C0293,Individual,F,USA,California,Investment,4,No,2024-11-01,1160.82,399084.27
C0293,Individual,F,USA,California,Investment,4,No,2025-08-01,1146.11,330938.46
C0294,Individual,M,USA,Nevada,Home,3,Yes,2024-01-01,573.8,163464.75
C0294,Individual,M,USA,Nevada,Home,3,Yes,2024-01-01,520.85,168344.73
C0294,Individual,M,USA,Nevada,Home,3,Yes,2024-03-01,1448.68,483003.01
C0294,Individual,M,USA,Nevada,Home,3,Yes,2025-02-01,757.2,212438.42
C0295,Individual,M,Russia,Tatarstan,Home,3,No,2024-11-01,808.59,241210.83
C0295,Individual,M,Russia,Tatarstan,Home,3,No,2025-03-01,1712.06,480709.27
C0295,Individual,M,Russia,Tatarstan,Home,3,No,2025-06-01,1720.95,628455.63
C0296,Individual,M,Canada,Manitoba,Home,1,Yes,2024-02-01,1519.64,449749.3
C0296,Individual,M,Canada,Manitoba,Home,1,Yes,2024-08-01,922.03,272780.53
C0296,Individual,M,Canada,Manitoba,Home,1,Yes,2025-08-01,1272.4,420345.63
C0297,Individual,F,UK,Wales,Investment,5,No,2024-03-01,1205.25,389395.46
C0297,Individual,F,UK,Wales,Investment,5,No,2024-03-01,1868.01,549203.19
C0297,Individual,F,UK,Wales,Investment,5,No,2024-04-01,744.01,239700.98
C0297,Individual,F,UK,Wales,Investment,5,No,2024-08-01,1874.7,530885.12
C0298,Individual,F,USA,Oregon,Home,3,No,2024-03-01,1038.39,321101.26
C0298,Individual,F,USA,Oregon,Home,3,No,2024-06-01,632.35,174310.03
C0298,Individual,F,USA,Oregon,Home,3,No,2025-08-01,1941.78,565653.37
C0298,Individual,F,USA,Oregon,Home,3,No,2025-12-01,666.0,201414.57
C0299,Individual,F,UK,Wales,Home,5,No,2024-01-01,620.51,188692.55
C0299,Individual,F,UK,Wales,Home,5,No,2024-04-01,968.77,320906.8
C0299,Individual,F,UK,Wales,Home,5,No,2024-11-01,653.41,172520.48
C0299,Individual,F,UK,Wales,Home,5,No,2025-02-01,1552.34,495541.93
C0300,Individual,M,Canada,Alberta,Home,5,Yes,2024-08-01,948.04,294620.75
C0300,Individual,M,Canada,Alberta,Home,5,Yes,2024-12-01,892.75,271118.72
C0300,Individual,M,Canada,Alberta,Home,5,Yes,2025-08-01,793.1,279217.08
C0301,Individual,F,USA,Virginia,Home,4,No,2024-06-01,1712.06,452486.22
C0301,Individual,F,USA,Virginia,Home,4,No,2024-10-01,1338.63,343865.93
C0301,Individual,F,USA,Virginia,Home,4,No,2024-11-01,808.59,249424.37
C0302,Individual,F,USA,Utah,Investment,1,No,2024-07-01,708.32,190628.71
C0302,Individual,F,USA,Utah,Investment,1,No,2025-05-01,1431.42,492509.45
C0302,Individual,F,USA,Utah,Investment,1,No,2025-05-01,1926.19,712128.48
C0302,Individual,F,USA,Utah,Investment,1,No,2025-11-01,890.65,259033.69
C0303,Individual,F,USA,Virginia,Investment,5,Yes,2024-10-01,1376.88,464094.48
C0303,Individual,F,USA,Virginia,Investment,5,Yes,2024-10-01,880.76,319009.74
C0303,Individual,F,USA,Virginia,Investment,5,Yes,2024-11-01,1599.81,395214.07
C0303,Individual,F,USA,Virginia,Investment,5,Yes,2025-03-01,1110.88,340794.83
C0304,Individual,M,USA,California,Investment,1,No,2024-08-01,784.09,211715.31
C0304,Individual,M,USA,California,Investment,1,No,2024-11-01,1618.34,485471.2
C0304,Individual,M,USA,California,Investment,1,No,2025-01-01,1110.23,323595.45
C0304,Individual,M,USA,California,Investment,1,No,2025-11-01,1821.59,664971.32
C0305,Individual,F,USA,Arizona,Home,1,No,2024-12-01,1833.96,561574.14
C0305,Individual,F,USA,Arizona,Home,1,No,2025-03-01,1559.34,442139.42
C0305,Individual,F,USA,Arizona,Home,1,No,2025-06-01,1086.43,324022.67
C0306,Individual,M,USA,California,Home,1,No,2024-03-01,759.72,230825.85
C0306,Individual,M,USA,California,Home,1,No,2024-06-01,1618.34,493102.83
C0306,Individual,M,USA,California,Home,1,No,2025-05-01,1139.87,408511.51
C0306,Individual,M,USA,California,Home,1,No,2025-11-01,784.09,267258.6
C0307,Individual,M,USA,California,Home,5,Yes,2024-03-01,1445.84,500020.84
C0307,Individual,M,USA,California,Home,5,Yes,2024-08-01,1281.14,393758.89
C0307,Individual,M,USA,California,Home,5,Yes,2025-02-01,973.6,307421.87
C0307,Individual,M,USA,California,Home,5,Yes,2025-08-01,967.84,288968.78
C0308,Individual,F,Belgium,Flanders,Investment,4,Yes,2024-04-01,1126.02,311089.65
C0308,Individual,F,Belgium,Flanders,Investment,4,Yes,2024-11-01,1588.14,528227.73
C0308,Individual,F,Belgium,Flanders,Investment,4,Yes,2025-12-01,1317.29,337265.16
C0309,Individual,F,USA,Washington,Home,4,No,2024-02-01,1755.18,578028.54
C0309,Individual,F,USA,Washington,Home,4,No,2025-06-01,788.47,259197.21
C0309,Individual,F,USA,Washington,Home,4,No,2025-09-01,1693.0,545423.83
C0310,Individual,M,UK,Northern Ireland,Home,3,No,2024-05-01,1607.94,487171.09
C0310,Individual,M,UK,Northern Ireland,Home,3,No,2025-04-01,1816.78,525344.23
C0310,Individual,M,UK,Northern Ireland,Home,3,No,2025-05-01,1271.25,376814.3
C0311,Individual,M,USA,Georgia,Home,2,No,2024-02-01,1869.81,582311.86
C0311,Individual,M,USA,Georgia,Home,2,No,2024-09-01,1416.33,469252.91
C0311,Individual,M,USA,Georgia,Home,2,No,2024-11-01,996.38,296420.21
C0311,Individual,M,USA,Georgia,Home,2,No,2025-08-01,968.77,285014.58
C0312,Individual,M,USA,Nevada,Home,3,Yes,2024-05-01,632.35,178371.29
C0312,Individual,M,USA,Nevada,Home,3,Yes,2024-08-01,1231.75,344775.72
C0312,Individual,M,USA,Nevada,Home,3,Yes,2024-09-01,1207.33,363263.79
C0312,Individual,M,USA,Nevada,Home,3,Yes,2025-05-01,777.85,219257.86
C0313,Company,M,USA,California,Home,1,No,2024-08-01,1336.97,467065.87
C0313,Company,M,USA,California,Home,1,No,2024-09-01,819.72,242140.66
C0313,Company,M,USA,California,Home,1,No,2025-01-01,1414.25,381879.4
C0314,Individual,M,USA,Washington,Investment,4,No,2024-07-01,1261.07,365379.52
C0314,Individual,M,USA,Washington,Investment,4,No,2024-10-01,788.47,258318.58
C0314,Individual,M,USA,Washington,Investment,4,No,2024-12-01,1365.73,417096.92
C0315,Individual,M,Mexico,Baja California,Investment,5,No,2024-07-01,861.57,282263.83
C0315,Individual,M,Mexico,Baja California,Investment,5,No,2024-11-01,459.44,146274.65
C0315,Individual,M,Mexico,Baja California,Investment,5,No,2025-05-01,1898.39,560474.88
C0315,Individual,M,Mexico,Baja California,Investment,5,No,2025-10-01,699.31,189593.2
C0316,Individual,M,UK,Scotland,Investment,4,Yes,2024-01-01,1434.04,484604.41
C0316,Individual,M,UK,Scotland,Investment,4,Yes,2024-08-01,1577.79,539543.52
C0316,Individual,M,UK,Scotland,Investment,4,Yes,2024-08-01,1657.84,541632.06
C0316,Individual,M,UK,Scotland,Investment,4,Yes,2025-08-01,685.93,226667.28
C0317,Individual,F,USA,California,Investment,2,Yes,2024-02-01,1667.01,518973.54
C0317,Individual,F,USA,California,Investment,2,Yes,2024-12-01,1008.58,281566.76
C0317,Individual,F,USA,California,Investment,2,Yes,2025-02-01,1678.17,447904.01
C0318,Individual,F,Germany,Berlin,Home,5,No,2024-06-01,791.13,257161.54
C0318,Individual,F,Germany,Berlin,Home,5,No,2024-08-01,853.37,284273.4
C0318,Individual,F,Germany,Berlin,Home,5,No,2024-10-01,1138.32,330533.73
C0319,Company,F,USA,Texas,Home,5,Yes,2024-04-01,1934.75,614698.11
C0319,Company,F,USA,Texas,Home,5,Yes,2024-07-01,1874.35,574750.15
C0319,Company,F,USA,Texas,Home,5,Yes,2025-07-01,1397.4,379274.31
C0319,Company,F,USA,Texas,Home,5,Yes,2025-12-01,1697.73,492332.08
C0320,Individual,M,USA,Texas,Home,3,Yes,2024-01-01,1397.58,418331.0
C0320,Individual,M,USA,Texas,Home,3,Yes,2024-01-01,1806.06,569841.56
C0320,Individual,M,USA,Texas,Home,3,Yes,2024-02-01,1194.12,329559.53
C0321,Individual,M,USA,California,Investment,2,No,2024-03-01,986.91,337352.78
C0321,Individual,M,USA,California,Investment,2,No,2024-06-01,1097.36,301641.79
C0321,Individual,M,USA,California,Investment,2,No,2024-12-01,1599.44,521125.08
C0321,Individual,M,USA,California,Investment,2,No,2025-04-01,1603.33,541634.06
C0322,Individual,F,USA,California,Home,2,Yes,2024-06-01,940.72,338571.79
C0322,Individual,F,USA,California,Home,2,Yes,2025-01-01,1702.66,417251.87
C0322,Individual,F,USA,California,Home,2,Yes,2025-07-01,1692.5,591179.27
C0323,Individual,F,USA,California,Investment,2,Yes,2024-07-01,749.15,223589.36
C0323,Individual,F,USA,California,Investment,2,Yes,2025-07-01,1616.99,545057.23
C0323,Individual,F,USA,California,Investment,2,Yes,2025-08-01,1559.4,462179.03
C0324,Individual,M,USA,Washington,Home,4,No,2024-09-01,1524.04,386429.67
C0324,Individual,M,USA,Washington,Home,4,No,2024-11-01,739.7,243338.41
C0324,Individual,M,USA,Washington,Home,4,No,2025-06-01,1675.74,517353.17
C0325,Individual,F,USA,California,Home,5,Yes,2024-01-01,1627.52,488081.56
C0325,Individual,F,USA,California,Home,5,Yes,2024-02-01,828.98,228918.45
C0325,Individual,F,USA,California,Home,5,Yes,2024-06-01,1222.69,370617.4
C0325,Individual,F,USA,California,Home,5,Yes,2025-05-01,441.3,117558.15
C0326,Individual,M,USA,Oregon,Investment,4,Yes,2024-06-01,1839.34,577426.88
C0326,Individual,M,USA,Oregon,Investment,4,Yes,2024-11-01,653.54,235328.67
C0326,Individual,M,USA,Oregon,Investment,4,Yes,2025-07-01,1174.48,371062.38
C0326,Individual,M,USA,Oregon,Investment,4,Yes,2025-08-01,445.15,138157.57
C0327,Individual,F,UK,Scotland,Home,1,No,2024-06-01,1714.22,530962.64
C0327,Individual,F,UK,Scotland,Home,1,No,2025-01-01,686.6,187481.07
C0327,Individual,F,UK,Scotland,Home,1,No,2025-07-01,543.08,170653.24
C0327,Individual,F,UK,Scotland,Home,1,No,2025-12-01,789.52,227269.77
C0328,Individual,M,USA,California,Home,1,Yes,2024-03-01,679.93,216148.29
C0328,Individual,M,USA,California,Home,1,Yes,2024-08-01,1038.39,320014.48
C0328,Individual,M,USA,California,Home,1,Yes,2024-09-01,1484.99,504707.33
C0328,Individual,M,USA,California,Home,1,Yes,2025-10-01,917.53,315690.21
C0329,Individual,F,Germany,Hesse,Home,3,No,2024-03-01,1196.84,290993.55
C0329,Individual,F,Germany,Hesse,Home,3,No,2024-09-01,460.17,141835.85
C0329,Individual,F,Germany,Hesse,Home,3,No,2025-10-01,1110.99,337233.0
C0330,Individual,M,USA,California,Home,1,No,2024-04-01,1678.3,453899.37
C0330,Individual,M,USA,California,Home,1,No,2024-06-01,757.2,224787.88
C0330,Individual,M,USA,California,Home,1,No,2024-06-01,1457.92,431626.48
C0330,Individual,M,USA,California,Home,1,No,2025-06-01,694.55,221149.9
C0331,Individual,F,USA,California,Investment,3,No,2024-03-01,780.46,204935.44
C0331,Individual,F,USA,California,Investment,3,No,2024-11-01,1431.61,436529.91
C0331,Individual,F,USA,California,Investment,3,No,2025-04-01,1237.04,418320.77
C0331,Individual,F,USA,California,Investment,3,No,2025-06-01,1590.69,486548.28
C0332,Individual,M,USA,Texas,Investment,3,No,2024-05-01,1841.5,487888.3
C0332,Individual,M,USA,Texas,Investment,3,No,2025-01-01,1675.44,510194.12
C0332,Individual,M,USA,Texas,Investment,3,No,2025-10-01,790.05,211905.04
C0333,Individual,F,UK,Wales,Home,3,No,2024-02-01,495.04,130153.08
C0333,Individual,F,UK,Wales,Home,3,No,2024-09-01,1723.12,544042.09
C0333,Individual,F,UK,Wales,Home,3,No,2025-04-01,1392.01,444764.89
C0334,Individual,M,USA,Arizona,Investment,3,No,2024-03-01,703.28,196588.07
C0334,Individual,M,USA,Arizona,Investment,3,No,2024-06-01,1219.8,486664.01
C0334,Individual,M,USA,Arizona,Investment,3,No,2024-09-01,740.83,197115.11
C0334,Individual,M,USA,Arizona,Investment,3,No,2024-12-01,1528.05,565288.74
C0335,Individual,M,USA,Arizona,Home,4,No,2024-04-01,926.11,280803.92
C0335,Individual,M,USA,Arizona,Home,4,No,2024-04-01,578.36,192263.39
C0335,Individual,M,USA,Arizona,Home,4,No,2024-12-01,1817.64,593581.03
C0335,Individual,M,USA,Arizona,Home,4,No,2025-10-01,1439.52,411692.78
C0336,Individual,F,USA,California,Investment,5,No,2024-03-01,1925.28,627613.85
C0336,Individual,F,USA,California,Investment,5,No,2024-09-01,1320.97,425040.86
C0336,Individual,F,USA,California,Investment,5,No,2024-12-01,434.38,111035.88
C0337,Individual,M,USA,Arizona,Home,3,Yes,2024-10-01,1428.55,405740.25
C0337,Individual,M,USA,Arizona,Home,3,Yes,2024-11-01,507.04,150284.25
C0337,Individual,M,USA,Arizona,Home,3,Yes,2025-04-01,744.54,203285.7
C0338,Individual,M,USA,California,Home,5,Yes,2024-02-01,1697.72,539440.64
C0338,Individual,M,USA,California,Home,5,Yes,2024-04-01,1809.87,489875.78
C0338,Individual,M,USA,California,Home,5,Yes,2024-12-01,782.2,244301.69
C0338,Individual,M,USA,California,Home,5,Yes,2025-12-01,618.89,215053.02
C0339,Individual,M,USA,Utah,Investment,5,No,2024-02-01,1501.64,468640.92
C0339,Individual,M,USA,Utah,Investment,5,No,2025-02-01,1454.84,503290.73
C0339,Individual,M,USA,Utah,Investment,5,No,2025-12-01,931.4,323223.26
C0339,Individual,M,USA,Utah,Investment,5,No,2025-12-01,792.66,253669.32
C0340,Individual,M,USA,California,Investment,2,No,2024-06-01,1304.22,376325.86
C0340,Individual,M,USA,California,Investment,2,No,2025-05-01,1697.13,437506.24
C0340,Individual,M,USA,California,Investment,2,No,2025-11-01,789.38,233668.32
C0341,Individual,M,USA,California,Investment,4,No,2024-03-01,534.85,154353.28
C0341,Individual,M,USA,California,Investment,4,No,2024-12-01,1577.79,527169.72
C0341,Individual,M,USA,California,Investment,4,No,2025-09-01,1401.81,413675.38
C0341,Individual,M,USA,California,Investment,4,No,2025-09-01,1657.84,584357.04
C0342,Individual,M,USA,California,Investment,2,No,2024-07-01,1561.55,545582.64
C0342,Individual,M,USA,California,Investment,2,No,2024-11-01,738.34,222155.47
C0342,Individual,M,USA,California,Investment,2,No,2025-09-01,1559.4,522829.28
C0343,Individual,F,USA,California,Home,2,No,2024-02-01,974.77,309910.82
C0343,Individual,F,USA,California,Home,2,No,2025-01-01,1867.34,490501.95
C0343,Individual,F,USA,California,Home,2,No,2025-04-01,1940.69,626989.8
C0343,Individual,F,USA,California,Home,2,No,2025-08-01,715.54,203521.4
C0344,Individual,M,Canada,British Columbia,Home,2,Yes,2025-04-01,740.83,223568.77
C0344,Individual,M,Canada,British Columbia,Home,2,Yes,2025-05-01,751.07,230306.24
C0344,Individual,M,Canada,British Columbia,Home,2,Yes,2025-08-01,1528.05,450231.11
C0344,Individual,M,Canada,British Columbia,Home,2,Yes,2025-11-01,1219.8,372238.56
C0345,Individual,F,USA,New York,Home,4,Yes,2024-03-01,1299.46,416775.71
C0345,Individual,F,USA,New York,Home,4,Yes,2024-05-01,1341.67,427064.4
C0345,Individual,F,USA,New York,Home,4,Yes,2025-08-01,1890.0,495847.14
C0346,Individual,F,USA,California,Home,5,No,2024-03-01,1642.26,440939.43
C0346,Individual,F,USA,California,Home,5,No,2024-06-01,1379.64,492067.86
C0346,Individual,F,USA,California,Home,5,No,2025-05-01,793.11,241805.57
C0347,Individual,M,USA,Washington,Home,3,Yes,2024-05-01,1306.75,456133.0
C0347,Individual,M,USA,Washington,Home,3,Yes,2024-06-01,1631.48,476814.14
C0347,Individual,M,USA,Washington,Home,3,Yes,2025-11-01,1476.63,445059.31
C0348,Individual,M,USA,Colorado,Investment,5,Yes,2024-12-01,1484.99,467621.17
C0348,Individual,M,USA,Colorado,Investment,5,Yes,2025-04-01,917.53,244186.44
C0348,Individual,M,USA,Colorado,Investment,5,Yes,2025-08-01,679.93,199268.27
C0348,Individual,M,USA,Colorado,Investment,5,Yes,2025-10-01,1904.38,571558.04
C0349,Individual,M,USA,Arizona,Home,2,Yes,2024-02-01,838.34,278010.89
C0349,Individual,M,USA,Arizona,Home,2,Yes,2025-01-01,786.98,251404.16
C0349,Individual,M,USA,Arizona,Home,2,Yes,2025-09-01,1748.18,536330.79
C0350,Individual,M,USA,Arizona,Home,2,No,2024-07-01,1713.09,501574.06
C0350,Individual,M,USA,Arizona,Home,2,No,2025-02-01,842.66,266868.89
C0350,Individual,M,USA,Arizona,Home,2,No,2025-05-01,1063.07,297965.35
C0351,Individual,F,USA,Oregon,Home,5,No,2025-01-01,1690.62,536210.24
C0351,Individual,F,USA,Oregon,Home,5,No,2025-02-01,1795.66,526416.26
C0351,Individual,F,USA,Oregon,Home,5,No,2025-04-01,834.5,232221.73
C0351,Individual,F,USA,Oregon,Home,5,No,2025-11-01,719.47,256265.53
C0352,Individual,F,USA,Nevada,Investment,3,No,2024-03-01,1738.5,521203.39
C0352,Individual,F,USA,Nevada,Investment,3,No,2024-04-01,1802.24,563932.05
C0352,Individual,F,USA,Nevada,Investment,3,No,2024-09-01,802.72,254694.6
C0353,Individual,F,USA,Arizona,Home,2,No,2024-04-01,961.01,321694.85
C0353,Individual,F,USA,Arizona,Home,2,No,2025-03-01,1198.57,348984.03
C0353,Individual,F,USA,Arizona,Home,2,No,2025-12-01,783.03,219176.28
C0354,Individual,F,USA,California,Home,4,No,2024-02-01,798.74,247494.01
C0354,Individual,F,USA,California,Home,4,No,2024-04-01,1440.71,401828.82
C0354,Individual,F,USA,California,Home,4,No,2024-11-01,938.0,312873.77
C0355,Individual,M,Mexico,Baja California,Investment,1,No,2024-04-01,1353.81,371216.81
C0355,Individual,M,Mexico,Baja California,Investment,1,No,2024-11-01,1096.58,290759.45
C0355,Individual,M,Mexico,Baja California,Investment,1,No,2025-05-01,1369.96,367617.71
C0356,Individual,F,USA,Georgia,Home,3,No,2024-03-01,654.93,191283.55
C0356,Individual,F,USA,Georgia,Home,3,No,2024-03-01,645.76,184463.78
C0356,Individual,F,USA,Georgia,Home,3,No,2024-07-01,893.49,232188.92
C0356,Individual,F,USA,Georgia,Home,3,No,2025-11-01,1070.46,356415.65
C0357,Individual,F,USA,California,Home,3,No,2024-02-01,1525.34,440318.57
C0357,Individual,F,USA,California,Home,3,No,2025-07-01,1058.56,334865.34
C0357,Individual,F,USA,California,Home,3,No,2025-09-01,594.14,195445.31
C0358,Individual,F,Australia,New South Wales,Home,3,Yes,2024-06-01,1499.0,448849.01
C0358,Individual,F,Australia,New South Wales,Home,3,Yes,2024-07-01,1062.34,377317.05
C0358,Individual,F,Australia,New South Wales,Home,3,Yes,2024-11-01,1160.48,324753.68
C0359,Individual,F,USA,California,Investment,1,No,2024-05-01,1616.99,504517.39
C0359,Individual,F,USA,California,Investment,1,No,2025-08-01,749.15,199912.89
C0359,Individual,F,USA,California,Investment,1,No,2025-10-01,1559.4,393759.61
C0360,Individual,F,USA,Utah,Home,2,Yes,2024-06-01,1397.4,397081.68
C0360,Individual,F,USA,Utah,Home,2,Yes,2024-10-01,1736.05,563291.28
C0360,Individual,F,USA,Utah,Home,2,Yes,2025-08-01,1697.73,488398.67
C0360,Individual,F,USA,Utah,Home,2,Yes,2025-12-01,1874.35,529254.85
C0361,Individual,M,UK,England,Home,1,Yes,2024-09-01,706.68,220806.64
C0361,Individual,M,UK,England,Home,1,Yes,2024-10-01,1445.3,453279.83
C0361,Individual,M,UK,England,Home,1,Yes,2024-10-01,1703.94,471871.72
C0361,Individual,M,UK,England,Home,1,Yes,2024-11-01,1034.47,322414.06
C0362,Individual,F,USA,Utah,Home,4,No,2024-04-01,1385.68,467662.76
C0362,Individual,F,USA,Utah,Home,4,No,2025-01-01,1496.62,479711.66
C0362,Individual,F,USA,Utah,Home,4,No,2025-07-01,605.55,182294.98
C0363,Individual,F,USA,Utah,Investment,2,No,2024-08-01,604.6,169223.27
C0363,Individual,F,USA,Utah,Investment,2,No,2024-11-01,1191.96,468524.95
C0363,Individual,F,USA,Utah,Investment,2,No,2025-05-01,765.0,227057.19
C0363,Individual,F,USA,Utah,Investment,2,No,2025-05-01,1157.23,367496.03
C0364,Individual,M,USA,Texas,Home,2,No,2024-01-01,1628.68,417246.26
C0364,Individual,M,USA,Texas,Home,2,No,2024-04-01,924.4,264553.34
C0364,Individual,M,USA,Texas,Home,2,No,2024-04-01,1862.29,627189.08
C0364,Individual,M,USA,Texas,Home,2,No,2024-07-01,631.75,183516.5
C0365,Individual,M,USA,Colorado,Investment,5,No,2024-07-01,1615.98,355616.43
C0365,Individual,M,USA,Colorado,Investment,5,No,2025-01-01,599.72,159920.2
C0365,Individual,M,USA,Colorado,Investment,5,No,2025-05-01,1279.23,435723.27
C0366,Individual,M,USA,California,Home,4,No,2024-03-01,1720.95,526612.91
C0366,Individual,M,USA,California,Home,4,No,2024-06-01,1827.25,668066.43
C0366,Individual,M,USA,California,Home,4,No,2025-02-01,808.59,225455.98
C0367,Individual,M,USA,California,Investment,4,No,2024-07-01,1054.77,333335.63
C0367,Individual,M,USA,California,Investment,4,No,2025-01-01,766.61,241468.69
C0367,Individual,M,USA,California,Investment,4,No,2025-06-01,1629.83,593682.12
C0367,Individual,M,USA,California,Investment,4,No,2025-09-01,1625.05,494131.44
C0368,Individual,F,USA,California,Home,4,Yes,2024-02-01,533.35,172251.51
C0368,Individual,F,USA,California,Home,4,Yes,2024-05-01,1777.51,589380.74
C0368,Individual,F,USA,California,Home,4,Yes,2024-10-01,1445.28,476578.58
C0368,Individual,F,USA,California,Home,4,Yes,2025-07-01,788.72,256341.62
C0369,Individual,F,USA,Utah,Home,2,Yes,2024-06-01,1618.34,604849.17
C0369,Individual,F,USA,Utah,Home,2,Yes,2024-12-01,1821.59,483462.07
